,name_customer,clear_date,document_create_date.1,due_in_date,total_open_amount,baseline_create_date,isOpen,delay
348,COST associates,2019-01-23,2019-01-08,2019-01-23,20557.14,2019-01-08,0,0 days
349,MEIJ us,2019-10-22,2019-10-07,2019-10-22,131654.89,2019-10-07,0,0 days
350,WAL-MAR associates,2019-02-04,2019-01-23,2019-02-07,48098.93,2019-01-23,0,-3 days
351,SUPE associates,2019-07-16,2019-07-01,2019-07-16,49160.75,2019-07-01,0,0 days
352,DEC systems,2019-07-01,2019-06-25,2019-07-09,294.66,2019-06-16,0,-8 days
353,HEIN llc,2019-05-03,2019-02-06,2019-03-23,22348.78,2019-02-06,0,41 days
354,WAL-MAR trust,2019-01-29,2019-01-19,2019-02-03,34035.71,2019-01-19,0,-5 days
355,SA systems,2019-06-19,2019-06-04,2019-06-19,81427.89,2019-06-04,0,0 days
356,DEMOU us,2019-08-29,2019-08-14,2019-08-29,148653.48,2019-08-14,0,0 days
357,SYSCO  in,2019-02-26,2019-01-22,2019-02-23,881.08,2019-01-22,0,3 days
358,COLORA systems,2019-08-27,2019-08-10,2019-08-25,23707.2,2019-08-10,0,2 days
359,BJ'S  systems,2019-04-24,2019-04-09,2019-04-24,167.97,2019-04-09,0,0 days
360,COLABOR  co,2019-05-16,2019-05-07,2019-05-19,257.85,2019-05-09,0,-3 days
361,WAL-M associates,2019-10-01,2019-09-09,2019-09-19,21064.18,2019-09-09,0,12 days
364,SO llc,2019-05-21,2019-05-04,2019-05-16,208487.34,2019-05-06,0,5 days
365,WAL-MAR corp,2019-10-15,2019-10-01,2019-10-16,15608.85,2019-10-01,0,-1 days
366,WAL-MAR corp,2019-07-08,2019-06-25,2019-07-10,64523.68,2019-06-25,0,-2 days
367,DECA corporation,2019-11-28,2019-11-26,2019-12-09,981.17,2019-11-16,0,-11 days
368,SYSCO F foundation,2020-03-13,2020-02-26,2020-03-12,23669.98,2020-02-26,0,1 days
369,C associates,2019-07-25,2019-07-05,2019-07-20,133941.99,2019-07-05,0,5 days
370,VAN  us,2020-04-24,2020-02-26,2020-03-17,43342.59,2020-02-26,0,38 days
371,H E BUT systems,2019-03-15,2019-03-01,2019-03-16,52633.36,2019-03-01,0,-1 days
372,BOZZU us,2019-05-24,2019-05-08,2019-05-23,18335.4,2019-05-08,0,1 days
373,ROADTOWN in,2019-07-19,2019-07-11,2019-09-09,30.18,2019-07-11,0,-52 days
374,BJ'S  co,2019-07-01,2019-06-15,2019-06-30,126.24,2019-06-15,0,1 days
375,KROGER corporation,2020-03-11,2020-02-25,2020-03-11,17457.22,2020-02-25,0,0 days
376,DELHAIZE llc,2020-03-04,2020-02-18,2020-03-04,74006.39,2020-02-18,0,0 days
377,BJ'S  associates,2019-10-24,2019-10-09,2019-10-24,709.01,2019-10-09,0,0 days
378,RESTA us,2019-07-23,2019-07-08,2019-07-23,3098.03,2019-07-08,0,0 days
379,ALBER ,2019-09-18,2019-09-03,2019-09-18,64575.56,2019-09-03,0,0 days
380,DECA llc,2019-12-02,2019-11-21,2019-12-09,141.6,2019-11-16,0,-7 days
381,WAL-MAR trust,2019-07-23,2019-07-06,2019-07-21,934.82,2019-07-06,0,2 days
382,UNIFIE corporation,2019-02-07,2019-01-23,2019-02-07,36365.76,2019-01-23,0,0 days
384,WAL-MAR corporation,2019-03-18,2019-03-07,2019-03-22,2067.18,2019-03-07,0,-4 days
385,US  corp,2019-05-17,2019-04-29,2019-05-14,59731.06,2019-04-29,0,3 days
386,H E BUT systems,2019-03-19,2019-03-05,2019-03-20,7787.1,2019-03-05,0,-1 days
387,DEC associates,2020-01-15,2020-01-06,2020-01-24,2175.46,2020-01-01,0,-9 days
388,WAL-M systems,2019-05-16,2019-04-25,2019-05-05,4280.16,2019-04-25,0,11 days
389,DOT co,2019-08-13,2019-07-28,2019-08-12,21953.66,2019-07-28,0,1 days
390,SYSCO  llc,2019-09-30,2019-09-16,2019-10-01,660.04,2019-09-16,0,-1 days
391,C&S WH associates,2019-07-09,2019-06-25,2019-07-10,25093.71,2019-06-25,0,-1 days
392,C&S WH llc,2019-11-01,2019-08-27,2019-10-31,1583.54,2019-08-27,0,1 days
393,DEC corporation,2019-09-16,2019-09-10,2019-09-24,186.72,2019-09-01,0,-8 days
394,SA us,2019-08-06,2019-07-19,2019-08-03,41744.71,2019-07-19,0,3 days
395,WAL-MAR corp,2019-05-29,2019-05-18,2019-06-02,44117.6,2019-05-18,0,-4 days
397,BROOKS associates,2019-09-03,2019-08-21,2019-09-05,62936.98,2019-08-21,0,-2 days
398,KRAFT F llc,2019-11-01,2019-09-24,2019-09-24,22644.2,2019-09-24,0,38 days
400,WAL-MAR co,2020-01-23,2020-01-13,2020-01-28,10210.46,2020-01-13,0,-5 days
401,DOT corporation,2019-11-13,2019-10-29,2019-11-13,6293.46,2019-10-29,0,0 days
404,SA systems,2019-03-15,2019-02-27,2019-03-14,43759.47,2019-02-27,0,1 days
405,TARG systems,2019-09-11,2019-08-28,2019-09-12,58744.01,2019-08-28,0,-1 days
406,BJ'S  us,2019-06-17,2019-05-31,2019-06-15,18583.57,2019-05-31,0,2 days
407,PLAZA WA corporation,2019-08-05,2019-07-01,2019-08-05,13437.26,2019-07-01,0,0 days
408,ROU associates,2019-11-20,2019-11-05,2019-11-20,39259.33,2019-11-05,0,0 days
409,HAWAI ,2019-12-30,2019-12-17,2020-01-01,35428.53,2019-12-17,0,-2 days
410,WAL-MAR trust,2019-02-05,2019-01-26,2019-02-10,2213.68,2019-01-26,0,-5 days
412,WINC co,2019-02-19,2019-02-01,2018-12-29,576.88,2018-12-14,0,52 days
413,SA corp,2019-02-05,2019-01-19,2019-02-03,18033.31,2019-01-19,0,2 days
414,KROG corp,2019-06-27,2019-06-12,2019-06-27,92275.72,2019-06-12,0,0 days
415,WAL-MAR ,2019-10-15,2019-10-02,2019-10-17,1898.2,2019-10-02,0,-2 days
416,FOOD trust,2020-02-14,2020-01-31,2020-02-15,3762.15,2020-01-31,0,-1 days
417,KING S co,2019-11-18,2019-11-01,2019-11-16,10129.32,2019-11-01,0,2 days
418,SYGMA ,2019-05-08,2019-04-22,2019-05-07,28760.55,2019-04-22,0,1 days
420,SYSC corporation,2019-05-23,2019-05-03,2019-05-19,25245.38,2019-05-09,0,4 days
421,FR llc,2020-01-27,2020-01-12,2020-01-27,81703.39,2020-01-12,0,0 days
422,MBM  foundation,2019-08-21,2019-08-05,2019-08-20,3566.36,2019-08-05,0,1 days
424,DECA associates,2019-03-18,2019-03-05,2019-03-24,33.12,2019-03-01,0,-6 days
425,SMITH'S llc,2019-02-25,2019-02-10,2019-02-25,36833.34,2019-02-10,0,0 days
426,INTERR ,2020-02-26,2020-02-12,2020-02-22,42383.25,2020-02-12,0,4 days
427,SA systems,2019-03-08,2019-02-21,2019-03-08,62776.37,2019-02-21,0,0 days
429,KEURIG trust,2020-03-20,2020-01-22,2020-03-02,28136.25,2020-01-22,0,18 days
430,DECA corp,2019-04-01,2019-03-21,2019-04-08,210.96,2019-03-16,0,-7 days
431,ASSOCI in,2019-04-26,2019-04-12,2019-04-27,26530.93,2019-04-12,0,-1 days
432,PUBLI systems,2019-11-20,2019-08-07,2019-08-22,9949.04,2019-08-07,0,90 days
434,DI us,2019-04-29,2019-04-12,2019-04-27,33163.97,2019-04-12,0,2 days
435,RESTAU corporation,2019-07-10,2019-06-25,2019-07-10,1023.37,2019-06-25,0,0 days
436,PUBLI systems,2019-02-04,2019-01-17,2019-02-01,90731.43,2019-01-17,0,3 days
437,SO foundation,2019-11-21,2019-11-05,2019-11-17,240577.73,2019-11-07,0,4 days
438,BURR trust,2019-05-06,2019-04-19,2019-05-04,79535.97,2019-04-19,0,2 days
439,WAL-MAR trust,2019-07-24,2019-07-12,2019-07-27,14634.32,2019-07-12,0,-3 days
441,WAL-M in,2019-02-20,2019-02-04,2019-02-14,36156.96,2019-02-04,0,6 days
443,TARG llc,2020-02-25,2020-02-10,2020-02-25,83046.76,2020-02-10,0,0 days
444,WEGMAN us,2019-02-21,2019-02-06,2019-02-21,6475.55,2019-02-06,0,0 days
448,C&S WH systems,2019-03-14,2019-02-27,2019-03-14,47344.96,2019-02-27,0,0 days
449,BJ'S  ,2019-06-05,2019-05-21,2019-06-05,167.97,2019-05-21,0,0 days
450,US  associates,2019-08-23,2019-08-07,2019-08-22,66176.65,2019-08-07,0,1 days
451,WAKE trust,2019-09-12,2019-08-31,2019-09-15,151372.68,2019-08-31,0,-3 days
452,PUBLI ,2019-12-11,2019-11-26,2019-12-11,118272.16,2019-11-26,0,0 days
453,MDV/ trust,2019-10-29,2019-10-13,2019-10-28,21592.15,2019-10-13,0,1 days
455,WAL-MAR corporation,2019-08-21,2019-08-09,2019-08-24,57185.76,2019-08-09,0,-3 days
456,WAL-MAR corporation,2019-10-30,2019-10-19,2019-11-03,1092.51,2019-10-19,0,-4 days
457,SOB systems,2019-04-12,2019-03-16,2019-04-04,18999.49,2019-03-25,0,8 days
459,BJ'S  corp,2019-10-30,2019-10-15,2019-10-30,795.63,2019-10-15,0,0 days
460,WAL-MAR corp,2019-12-24,2019-12-12,2019-12-27,61673.46,2019-12-12,0,-3 days
461,RITE corp,2019-10-10,2019-09-25,2019-10-10,87020.67,2019-09-25,0,0 days
462,SYSC corporation,2020-01-27,2020-01-08,2020-01-23,50939.87,2020-01-08,0,4 days
463,DEC co,2019-09-12,2019-09-07,2019-09-11,18312.28,2019-09-01,0,1 days
464,WAL-MAR foundation,2019-03-08,2019-02-26,2019-03-13,267.3,2019-02-26,0,-5 days
465,DELHAIZE foundation,2019-12-17,2019-12-01,2019-12-16,86698.97,2019-12-01,0,1 days
466,M B  co,2019-08-14,2019-07-12,2019-08-13,33418.94,2019-07-12,0,1 days
467,BJ'S  ,2019-08-20,2019-08-05,2019-08-20,235.24,2019-08-05,0,0 days
469,SYSCO trust,2019-09-13,2019-08-29,2019-09-13,3429.83,2019-08-29,0,0 days
472,SA in,2019-12-02,2019-11-13,2019-11-28,22635.54,2019-11-13,0,4 days
474,WAL-MAR ,2020-01-17,2020-01-07,2020-01-22,54671.37,2020-01-07,0,-5 days
475,MCL trust,2020-02-10,2020-01-24,2020-02-08,35615.31,2020-01-24,0,2 days
476,BJ'S  us,2019-06-26,2019-06-11,2019-06-26,239.42,2019-06-11,0,0 days
477,KROG corp,2019-05-08,2019-04-23,2019-05-08,7411.86,2019-04-23,0,0 days
478,WAL-MAR trust,2019-11-22,2019-11-12,2019-11-27,1898.2,2019-11-12,0,-5 days
479,DEF. F llc,2019-08-01,2019-07-19,2019-08-08,2160.29,2019-07-16,0,-7 days
480,METRO  us,2020-01-14,2020-01-03,2020-01-17,23998.2,2020-01-07,0,-3 days
481,US  llc,2019-04-29,2019-03-27,2019-04-28,7992.72,2019-03-27,0,1 days
483,M  corp,2019-02-19,2019-01-29,2019-02-15,2931.16,2019-02-15,0,4 days
484,H T H corporation,2019-03-08,2019-02-20,2019-03-07,1195.4,2019-02-20,0,1 days
485,HEINZ ,2019-07-12,2019-05-20,2019-07-04,22041.56,2019-05-20,0,8 days
487,WAL-MAR llc,2020-02-03,2020-01-22,2020-02-06,17719.73,2020-01-22,0,-3 days
488,MEIJ foundation,2019-07-22,2019-07-03,2019-07-18,21273.77,2019-07-03,0,4 days
489,RA llc,2019-11-04,2019-10-18,2019-11-02,1730.7,2019-10-18,0,2 days
490,BEN  llc,2019-09-16,2019-09-11,2019-09-26,17851.5,2019-09-11,0,-10 days
491,RA associates,2019-02-22,2019-02-07,2019-02-22,37029.64,2019-02-07,0,0 days
492,SYSC co,2019-10-24,2019-10-01,2019-10-19,22205.72,2019-10-09,0,5 days
494,ASSOCIAT co,2019-08-07,2019-07-22,2019-08-06,13689.19,2019-07-22,0,1 days
495,GLA in,2019-11-19,2019-10-26,2019-11-10,9165.0,2019-10-26,0,9 days
496,WAL-MAR us,2019-10-21,2019-10-09,2019-10-24,48970.0,2019-10-09,0,-3 days
497,COST llc,2019-08-30,2019-08-16,2019-08-31,2254.43,2019-08-16,0,-1 days
499,SYSC foundation,2019-12-11,2019-11-22,2019-12-07,43829.94,2019-11-22,0,4 days
500,SUPE llc,2019-04-12,2019-03-28,2019-04-12,9886.67,2019-03-28,0,0 days
501,BJ'S  llc,2019-05-02,2019-04-17,2019-05-02,9222.81,2019-04-17,0,0 days
503,SYSCO co,2019-05-16,2019-04-29,2019-05-14,15539.03,2019-04-29,0,2 days
504,DENVER in,2019-02-14,2019-02-05,2019-02-20,512.0,2019-02-05,0,-6 days
505,LOB co,2019-09-13,2019-08-31,2019-09-10,206830.94,2019-08-31,0,3 days
506,H E BUT corp,2019-12-18,2019-12-04,2019-12-19,73309.01,2019-12-04,0,-1 days
507,WAL-MAR in,2019-03-12,2019-03-02,2019-03-17,1915.56,2019-03-02,0,-5 days
508,DOT trust,2019-11-12,2019-10-21,2019-11-22,28175.07,2019-10-21,0,-10 days
509,AM systems,2019-11-05,2019-10-21,2019-11-05,4200.0,2019-10-21,0,0 days
510,WAL-MAR systems,2019-04-15,2019-04-04,2019-04-19,15549.86,2019-04-04,0,-4 days
512,MCL trust,2019-02-22,2019-02-07,2019-02-22,96075.67,2019-02-07,0,0 days
513,C us,2019-09-10,2019-08-20,2019-09-04,206.36,2019-08-20,0,6 days
514,SA associates,2019-11-06,2019-10-21,2019-11-05,48849.17,2019-10-21,0,1 days
515,WAL-MAR us,2019-01-22,2019-01-10,2019-01-25,37124.42,2019-01-10,0,-3 days
517,WESTERN foundation,2019-11-15,2019-10-28,2019-11-12,12707.34,2019-10-28,0,3 days
518,FOODL trust,2019-05-28,2019-05-10,2019-05-25,4699.2,2019-05-10,0,3 days
521,KITCH us,2019-04-10,2019-03-26,2019-04-13,11658.58,2019-04-03,0,-3 days
523,WAL-MAR in,2019-05-14,2019-05-03,2019-05-18,265.5,2019-05-03,0,-4 days
524,SYSC corporation,2019-07-18,2019-06-28,2019-07-14,1335.19,2019-07-04,0,4 days
525,WAL-M llc,2019-05-22,2019-04-29,2019-05-09,33976.01,2019-04-29,0,13 days
526,WAL-M llc,2019-10-07,2019-09-07,2019-09-17,1356.85,2019-09-07,0,20 days
527,MCL associates,2019-10-29,2019-10-10,2019-10-25,14744.33,2019-10-10,0,4 days
528,C&S WH trust,2019-03-12,2019-02-25,2019-03-12,79706.18,2019-02-25,0,0 days
530,ASSOCIAT associates,2019-04-17,2019-04-01,2019-04-16,24130.19,2019-04-01,0,1 days
532,KROGER co,2019-03-11,2019-02-22,2019-03-09,110271.34,2019-02-22,0,2 days
533,COSTCO systems,2020-01-17,2020-01-04,2020-01-17,57593.46,2020-01-07,0,0 days
534,WAL-MAR ,2019-05-14,2019-04-29,2019-05-14,12194.52,2019-04-29,0,0 days
536,REINHA associates,2019-06-05,2019-05-21,2019-06-05,33475.3,2019-05-21,0,0 days
537,SMITH'S foundation,2019-02-22,2019-02-07,2019-02-22,103040.02,2019-02-07,0,0 days
538,H &  trust,2019-04-16,2019-04-04,2019-04-14,21332.5,2019-04-04,0,2 days
539,C ,2019-09-25,2019-09-06,2019-09-21,11530.3,2019-09-06,0,4 days
540,WAL-MAR ,2020-03-05,2020-02-24,2020-03-10,50732.36,2020-02-24,0,-5 days
541,GROCE llc,2019-04-30,2019-04-15,2019-04-30,17464.0,2019-04-15,0,0 days
542,WAL-MAR systems,2020-02-18,2020-02-05,2020-02-20,15132.2,2020-02-05,0,-2 days
543,WAL-MAR associates,2019-10-16,2019-10-06,2019-10-21,67686.57,2019-10-06,0,-5 days
544,DECA corporation,2019-05-25,2019-05-20,2019-05-26,13370.36,2019-05-16,0,-1 days
546,RESTAU associates,2019-01-30,2019-01-15,2019-01-30,2156.16,2019-01-15,0,0 days
547,COST corporation,2019-05-16,2019-04-30,2019-05-15,31798.83,2019-04-30,0,1 days
548,WAL-MAR systems,2019-04-09,2019-03-28,2019-04-12,3795.7,2019-03-28,0,-3 days
549,BJ'S  corp,2019-09-30,2019-09-13,2019-09-28,766.53,2019-09-13,0,2 days
550,ASSOCIAT us,2019-11-04,2019-10-17,2019-11-01,58685.57,2019-10-17,0,3 days
551,HILL llc,2019-05-30,2019-05-14,2019-05-29,1714.14,2019-05-14,0,1 days
552,HEIN co,2019-04-22,2019-01-24,2019-03-10,15810.45,2019-01-24,0,43 days
553,SYSC trust,2019-12-23,2019-12-03,2019-12-18,7826.69,2019-12-08,0,5 days
554,GORDO co,2019-12-17,2019-11-22,2019-12-07,41616.57,2019-11-22,0,10 days
555,WAL-MAR us,2020-02-04,2020-01-25,2020-02-09,44460.03,2020-01-25,0,-5 days
556,WAL-MAR co,2019-10-15,2019-10-02,2019-10-17,5625.41,2019-10-02,0,-2 days
557,WAL-MAR associates,2019-07-25,2019-07-13,2019-07-28,640.81,2019-07-13,0,-3 days
558,WAL-MAR us,2019-02-11,2019-01-28,2019-02-12,17375.6,2019-01-28,0,-1 days
560,WAL-MAR ,2019-12-23,2019-12-10,2019-12-25,13665.79,2019-12-10,0,-2 days
561,BJ'S  corporation,2019-11-26,2019-11-11,2019-11-26,374.32,2019-11-11,0,0 days
562,AM foundation,2019-03-29,2019-03-05,2019-03-20,713.84,2019-03-05,0,9 days
563,DOLLAR in,2019-02-27,2019-02-11,2019-02-26,5621.11,2019-02-11,0,1 days
564,INGL corp,2019-04-01,2019-03-15,2019-03-30,71693.24,2019-03-15,0,2 days
565,SA trust,2019-11-26,2019-11-11,2019-11-26,778.4,2019-11-11,0,0 days
566,CE systems,2020-03-06,2020-02-21,2020-03-07,72624.23,2020-02-21,0,-1 days
567,RESTA systems,2020-02-14,2020-01-31,2020-02-15,4735.92,2020-01-31,0,-1 days
568,DECA associates,2019-08-02,2019-07-15,2019-07-25,51.66,2019-07-15,0,8 days
569,INTERR co,2020-01-30,2020-01-20,2020-01-30,42391.3,2020-01-20,0,0 days
570,COST in,2020-02-07,2020-01-23,2020-02-07,33778.35,2020-01-23,0,0 days
572,KRAFT  corp,2019-07-24,2019-05-01,2019-06-15,16935.86,2019-05-01,0,39 days
573,SYSCO ,2019-02-11,2019-01-24,2019-02-08,753.87,2019-01-24,0,3 days
574,SODEXHO  associates,2019-07-02,2019-05-10,2019-06-14,1687.37,2019-05-10,0,18 days
575,COST foundation,2019-09-06,2019-08-22,2019-09-06,10795.15,2019-08-22,0,0 days
576,RA in,2019-06-10,2019-05-25,2019-06-09,26104.88,2019-05-25,0,1 days
577,H E BUT associates,2019-07-02,2019-06-16,2019-07-01,32527.63,2019-06-16,0,1 days
578,ASSOCI ,2020-03-20,2020-02-18,2020-02-28,70163.54,2020-02-18,0,21 days
579,WAL-MAR trust,2019-04-01,2019-03-13,2019-03-28,139.52,2019-03-13,0,4 days
580,KRAFT  in,2019-11-27,2019-10-24,2019-11-28,13108.5,2019-10-24,0,-1 days
581,MEIJ llc,2019-11-01,2019-10-17,2019-11-01,12005.99,2019-10-17,0,0 days
582,KING S corporation,2019-02-11,2019-01-26,2019-02-10,43121.23,2019-01-26,0,1 days
584,ASSOCIAT foundation,2019-06-12,2019-05-21,2019-06-05,1715.75,2019-05-21,0,7 days
585,MONDE associates,2019-05-15,2019-03-12,2019-05-11,8666.06,2019-03-12,0,4 days
586,WAL-MAR ,2019-02-11,2019-01-30,2019-02-14,1200.99,2019-01-30,0,-3 days
588,WAL-MAR trust,2019-07-25,2019-07-15,2019-07-30,47004.5,2019-07-15,0,-5 days
589,DEC trust,2019-12-16,2019-12-03,2019-12-24,14743.96,2019-12-01,0,-8 days
590,JETR ,2019-03-26,2019-03-11,2019-03-26,10295.37,2019-03-11,0,0 days
591,DOLLA in,2020-02-05,2020-01-15,2020-01-30,51669.22,2020-01-15,0,6 days
592,THE YOUN corp,2019-04-22,2019-04-12,2019-04-27,21555.55,2019-04-12,0,-5 days
593,SUPER  in,2019-03-14,2019-02-27,2019-03-14,113631.54,2019-02-27,0,0 days
594,WAL-MAR ,2019-07-16,2019-07-04,2019-07-19,12806.7,2019-07-04,0,-3 days
595,SYSCO corporation,2019-08-20,2019-08-05,2019-08-20,4702.73,2019-08-05,0,0 days
597,BUY- associates,2019-11-25,2019-11-11,2019-11-30,2522.57,2019-11-20,0,-5 days
598,THE  corp,2019-05-01,2018-12-30,2019-01-10,93001.45,2018-12-31,0,111 days
599,ASSOCI trust,2019-10-03,2019-09-04,2019-09-19,565.17,2019-09-04,0,14 days
602,FEDER associates,2019-10-23,2019-09-22,2019-10-10,117736.39,2019-09-30,0,13 days
603,WAL-MAR associates,2019-03-20,2019-02-15,2019-03-02,38476.57,2019-02-15,0,18 days
604,C&S WH ,2019-10-04,2019-09-19,2019-10-04,140453.73,2019-09-19,0,0 days
605,RESTAU systems,2019-06-06,2019-05-22,2019-06-06,8942.17,2019-05-22,0,0 days
606,SUPE systems,2019-11-20,2019-11-05,2019-11-20,1473.29,2019-11-05,0,0 days
607,WAL-MAR corp,2019-01-22,2019-01-12,2019-01-27,32135.44,2019-01-12,0,-5 days
608,AMAZO foundation,2019-08-06,2019-07-22,2019-08-02,3643.92,2019-07-23,0,4 days
609,SAFEW corporation,2020-01-21,2020-01-04,2020-01-19,114429.2,2020-01-04,0,2 days
610,FOOD 4 corporation,2019-05-23,2019-05-08,2019-05-23,14780.25,2019-05-08,0,0 days
611,WAL-MAR llc,2019-01-31,2019-01-20,2019-02-04,1235.26,2019-01-20,0,-4 days
612,SYSCO corp,2019-06-10,2019-05-03,2019-06-04,20388.61,2019-05-03,0,6 days
613,COSTCO systems,2019-12-09,2019-11-28,2019-12-10,3848.5,2019-11-30,0,-1 days
614,SIGMA AL us,2019-02-07,2019-02-05,2019-03-07,43191.66,2019-02-05,0,-28 days
615,DEC systems,2019-02-01,2019-01-26,2019-02-08,14879.66,2019-01-16,0,-7 days
616,COLABOR  ,2019-05-02,2019-03-13,2019-03-24,5355.49,2019-03-14,0,39 days
618,DECA corp,2019-11-21,2019-11-19,2019-11-23,2279.05,2019-11-16,0,-2 days
621,PUBLI ,2019-04-01,2019-03-16,2019-03-31,80350.75,2019-03-16,0,1 days
622,AFFI associates,2020-02-07,2020-01-28,2020-02-12,16091.15,2020-01-28,0,-5 days
623,APPE associates,2019-09-23,2019-09-04,2019-09-19,1191.92,2019-09-04,0,4 days
624,WAL-MAR ,2019-10-11,2019-09-29,2019-10-14,1897.5,2019-09-29,0,-3 days
626,WAL-MAR trust,2019-05-08,2019-01-23,2019-02-07,871.01,2019-01-23,0,90 days
628,WAL-MAR corporation,2019-07-09,2019-06-22,2019-07-07,47291.41,2019-06-22,0,2 days
630,F corporation,2019-04-09,2019-03-07,2019-04-08,10302.08,2019-03-07,0,1 days
631,SYSCO  associates,2020-02-26,2020-02-10,2020-02-25,38294.27,2020-02-10,0,1 days
632,CONSUMER foundation,2019-04-24,2019-04-11,2019-04-26,43056.57,2019-04-11,0,-2 days
634,COLABOR  corporation,2019-11-21,2019-11-10,2019-11-22,89739.49,2019-11-12,0,-1 days
635,WAL-MAR associates,2019-02-25,2019-02-13,2019-02-28,1355.27,2019-02-13,0,-3 days
636,ASSOCIAT corporation,2019-04-04,2019-03-22,2019-04-06,76933.62,2019-03-22,0,-2 days
637,MASTER us,2019-04-03,2019-03-24,2019-04-03,2714.35,2019-03-24,0,0 days
638,BJ'S  llc,2019-04-29,2019-04-13,2019-04-28,544.42,2019-04-13,0,1 days
639,FEDER us,2019-10-23,2019-10-04,2019-10-23,134423.73,2019-10-13,0,0 days
640,H E BUT trust,2019-08-23,2019-08-09,2019-08-24,1584.8,2019-08-09,0,-1 days
641,MEIJ corporation,2019-02-08,2019-01-24,2019-02-08,18495.86,2019-01-24,0,0 days
642,WAL-MAR in,2019-03-12,2019-02-28,2019-03-15,19557.41,2019-02-28,0,-3 days
643,SYSC trust,2019-03-15,2019-02-27,2019-03-14,3711.48,2019-02-27,0,1 days
646,INGL ,2019-05-16,2019-04-30,2019-05-15,135078.23,2019-04-30,0,1 days
647,WAL-MAR foundation,2019-07-10,2019-06-29,2019-07-14,12731.68,2019-06-29,0,-4 days
648,SYSCO  us,2019-04-29,2019-04-11,2019-04-26,28860.44,2019-04-11,0,3 days
651,WAL-MAR associates,2019-08-20,2019-08-09,2019-08-24,50578.05,2019-08-09,0,-4 days
652,WAL-MAR systems,2019-09-05,2019-08-26,2019-09-10,16282.38,2019-08-26,0,-5 days
653,COLOM corporation,2019-06-12,2019-04-08,2019-05-08,70142.76,2019-04-08,0,35 days
654,SYSCO  co,2019-06-21,2019-05-31,2019-06-15,48.74,2019-05-31,0,6 days
655,FR trust,2019-06-06,2019-05-22,2019-06-06,5323.59,2019-05-22,0,0 days
656,WAL-MAR systems,2019-12-23,2019-12-10,2019-12-25,10203.2,2019-12-10,0,-2 days
657,BJ'S  ,2019-12-04,2019-11-19,2019-12-04,728.01,2019-11-19,0,0 days
659,SA systems,2019-10-21,2019-10-05,2019-10-20,20282.98,2019-10-05,0,1 days
660,BJ'S  ,2019-08-30,2019-08-15,2019-08-30,9222.81,2019-08-15,0,0 days
661,ASSOCIAT trust,2019-09-09,2019-08-25,2019-09-09,15839.46,2019-08-25,0,0 days
663,BJ'S  in,2019-05-28,2019-05-12,2019-05-27,158.23,2019-05-12,0,1 days
664,LOB co,2020-01-31,2020-01-12,2020-01-31,69862.77,2020-01-21,0,0 days
666,LONGO  trust,2019-03-06,2019-02-19,2019-03-02,126374.12,2019-02-20,0,4 days
667,SA co,2019-08-19,2019-08-02,2019-08-17,39664.91,2019-08-02,0,2 days
670,WINC associates,2019-02-22,2019-02-06,2019-02-21,822.03,2019-02-06,0,1 days
671,RA associates,2020-02-18,2020-01-31,2020-02-15,38128.47,2020-01-31,0,3 days
674,KROGER corp,2019-04-15,2019-03-31,2019-04-15,93149.86,2019-03-31,0,0 days
676,KROGER foundation,2019-07-18,2019-07-03,2019-07-18,2779.34,2019-07-03,0,0 days
677,FAMILY systems,2019-10-11,2019-09-27,2019-10-12,86572.76,2019-09-27,0,-1 days
678,WAL-MAR systems,2019-12-23,2019-12-11,2019-12-26,471.56,2019-12-11,0,-3 days
679,KRAFT F co,2019-11-27,2019-10-12,2019-10-12,113248.8,2019-10-12,0,46 days
680,DELHAIZE systems,2019-05-01,2019-04-16,2019-05-01,23699.69,2019-04-16,0,0 days
683,WAL-MAR in,2019-10-15,2019-10-03,2019-10-18,44409.01,2019-10-03,0,-3 days
684,SA us,2019-04-22,2019-04-04,2019-04-19,14135.58,2019-04-04,0,3 days
686,WAL-MAR foundation,2019-09-03,2019-08-21,2019-09-05,70114.05,2019-08-21,0,-2 days
689,COSTCO systems,2019-04-08,2019-03-26,2019-04-05,36589.67,2019-03-26,0,3 days
690,US  llc,2019-12-02,2019-11-11,2019-12-01,48057.12,2019-11-11,0,1 days
691,C&S WH systems,2019-06-12,2019-05-28,2019-06-12,83492.85,2019-05-28,0,0 days
692,DEC us,2019-08-01,2019-07-19,2019-08-08,3466.86,2019-07-16,0,-7 days
693,GO ,2019-05-22,2019-05-01,2019-05-16,28327.91,2019-05-01,0,6 days
694,BJ'S  systems,2019-08-21,2019-08-06,2019-08-21,995.02,2019-08-06,0,0 days
695,ALL co,2019-06-13,2019-06-03,2019-06-13,8587.2,2019-06-03,0,0 days
696,JRD in,2019-10-31,2019-10-16,2019-10-31,12028.76,2019-10-16,0,0 days
697,WAL-MAR in,2019-06-18,2019-06-08,2019-06-23,7837.29,2019-06-08,0,-5 days
699,SA corporation,2020-03-10,2020-02-22,2020-03-08,32198.4,2020-02-22,0,2 days
700,WAL-MAR systems,2019-08-28,2019-08-18,2019-09-02,83318.45,2019-08-18,0,-5 days
702,WAL-MAR llc,2020-01-14,2020-01-02,2020-01-17,47009.34,2020-01-02,0,-3 days
